Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
356.txt,207,10,34,31,14,17,12,3,25,20.7000,14.7857,6.6774,3.1000,2.4286,2.2143,0.5484,1.2143,1.4000,0.8571,0.2143,0.0968,1.7857,0.8065
1037.txt,180,3,25,20,5,6,2,1,32,60.0000,36.0000,9.0000,6.6667,5.0000,4.0000,0.3000,1.2000,1.6667,0.4000,0.2000,0.0500,6.4000,1.6000
1488.txt,191,3,26,16,3,7,3,8,20,63.6667,63.6667,11.9375,5.3333,8.6667,5.3333,0.4375,2.3333,1.0000,1.0000,2.6667,0.5000,6.6667,1.2500
1547.txt,243,10,32,26,13,13,6,8,41,24.3000,18.6923,9.3462,2.6000,2.4615,2.0000,0.5000,1.0000,1.3000,0.4615,0.6154,0.3077,3.1538,1.5769
1310.txt,164,5,20,14,6,7,4,3,21,32.8000,27.3333,11.7143,2.8000,3.3333,2.3333,0.5000,1.1667,1.2000,0.6667,0.5000,0.2143,3.5000,1.5000
828.txt,174,9,22,19,9,8,5,2,28,19.3333,19.3333,9.1579,2.1111,2.4444,2.1111,0.4211,0.8889,1.0000,0.5556,0.2222,0.1053,3.1111,1.4737
1612.txt,178,3,30,23,4,13,4,5,25,59.3333,44.5000,7.7391,7.6667,7.5000,5.7500,0.5652,3.2500,1.3333,1.0000,1.2500,0.2174,6.2500,1.0870
1430.txt,186,4,18,15,7,7,4,5,25,46.5000,26.5714,12.4000,3.7500,2.5714,2.1429,0.4667,1.0000,1.7500,0.5714,0.7143,0.3333,3.5714,1.6667
1097.txt,195,9,33,27,10,14,9,5,29,21.6667,19.5000,7.2222,3.0000,3.3000,2.7000,0.5185,1.4000,1.1111,0.9000,0.5000,0.1852,2.9000,1.0741
929.txt,156,2,21,16,6,10,6,5,22,78.0000,26.0000,9.7500,8.0000,3.5000,2.6667,0.6250,1.6667,3.0000,1.0000,0.8333,0.3125,3.6667,1.3750
874.txt,181,6,22,19,8,9,6,6,29,30.1667,22.6250,9.5263,3.1667,2.7500,2.3750,0.4737,1.1250,1.3333,0.7500,0.7500,0.3158,3.6250,1.5263
1121.txt,179,8,26,21,9,7,8,2,13,22.3750,19.8889,8.5238,2.6250,2.8889,2.3333,0.3333,0.7778,1.1250,0.8889,0.2222,0.0952,1.4444,0.6190
857.txt,166,4,22,14,9,5,4,5,22,41.5000,18.4444,11.8571,3.5000,2.4444,1.5556,0.3571,0.5556,2.2500,0.4444,0.5556,0.3571,2.4444,1.5714
69.txt,142,3,23,21,5,10,4,3,15,47.3333,28.4000,6.7619,7.0000,4.6000,4.2000,0.4762,2.0000,1.6667,0.8000,0.6000,0.1429,3.0000,0.7143
657.txt,173,11,27,21,14,7,5,4,23,15.7273,12.3571,8.2381,1.9091,1.9286,1.5000,0.3333,0.5000,1.2727,0.3571,0.2857,0.1905,1.6429,1.0952
1017.txt,176,13,25,22,16,6,5,3,31,13.5385,11.0000,8.0000,1.6923,1.5625,1.3750,0.2727,0.3750,1.2308,0.3125,0.1875,0.1364,1.9375,1.4091
522.txt,138,3,26,20,5,12,5,3,27,46.0000,27.6000,6.9000,6.6667,5.2000,4.0000,0.6000,2.4000,1.6667,1.0000,0.6000,0.1500,5.4000,1.3500
315.txt,127,3,17,13,7,5,5,3,20,42.3333,18.1429,9.7692,4.3333,2.4286,1.8571,0.3846,0.7143,2.3333,0.7143,0.4286,0.2308,2.8571,1.5385
1563.txt,160,4,25,20,4,11,4,2,21,40.0000,40.0000,8.0000,5.0000,6.2500,5.0000,0.5500,2.7500,1.0000,1.0000,0.5000,0.1000,5.2500,1.0500
1221.txt,193,9,25,14,9,5,4,7,21,21.4444,21.4444,13.7857,1.5556,2.7778,1.5556,0.3571,0.5556,1.0000,0.4444,0.7778,0.5000,2.3333,1.5000
1125.txt,155,3,21,13,5,5,3,10,23,51.6667,31.0000,11.9231,4.3333,4.2000,2.6000,0.3846,1.0000,1.6667,0.6000,2.0000,0.7692,4.6000,1.7692
485.txt,175,3,29,23,8,11,5,3,27,58.3333,21.8750,7.6087,7.6667,3.6250,2.8750,0.4783,1.3750,2.6667,0.6250,0.3750,0.1304,3.3750,1.1739
153.txt,146,4,24,17,5,9,3,4,21,36.5000,29.2000,8.5882,4.2500,4.8000,3.4000,0.5294,1.8000,1.2500,0.6000,0.8000,0.2353,4.2000,1.2353
181.txt,187,6,30,23,9,11,5,3,29,31.1667,20.7778,8.1304,3.8333,3.3333,2.5556,0.4783,1.2222,1.5000,0.5556,0.3333,0.1304,3.2222,1.2609
197.txt,172,8,22,17,9,5,4,1,21,21.5000,19.1111,10.1176,2.1250,2.4444,1.8889,0.2941,0.5556,1.1250,0.4444,0.1111,0.0588,2.3333,1.2353
1608.txt,184,9,23,21,13,9,7,0,26,20.4444,14.1538,8.7619,2.3333,1.7692,1.6154,0.4286,0.6923,1.4444,0.5385,0.0000,0.0000,2.0000,1.2381
1590.txt,173,2,27,19,8,6,6,3,26,86.5000,21.6250,9.1053,9.5000,3.3750,2.3750,0.3158,0.7500,4.0000,0.7500,0.3750,0.1579,3.2500,1.3684
297.txt,154,3,20,16,10,6,3,3,18,51.3333,15.4000,9.6250,5.3333,2.0000,1.6000,0.3750,0.6000,3.3333,0.3000,0.3000,0.1875,1.8000,1.1250
1504.txt,166,4,25,21,7,10,3,2,22,41.5000,23.7143,7.9048,5.2500,3.5714,3.0000,0.4762,1.4286,1.7500,0.4286,0.2857,0.0952,3.1429,1.0476
1273.txt,166,12,26,22,12,7,6,5,22,13.8333,13.8333,7.5455,1.8333,2.1667,1.8333,0.3182,0.5833,1.0000,0.5000,0.4167,0.2273,1.8333,1.0000
1019.txt,173,2,26,20,4,12,4,2,30,86.5000,43.2500,8.6500,10.0000,6.5000,5.0000,0.6000,3.0000,2.0000,1.0000,0.5000,0.1000,7.5000,1.5000
236.txt,158,5,27,22,8,11,7,3,26,31.6000,19.7500,7.1818,4.4000,3.3750,2.7500,0.5000,1.3750,1.6000,0.8750,0.3750,0.1364,3.2500,1.1818
712.txt,126,3,27,23,3,13,3,0,13,42.0000,42.0000,5.4783,7.6667,9.0000,7.6667,0.5652,4.3333,1.0000,1.0000,0.0000,0.0000,4.3333,0.5652
347.txt,174,3,30,20,4,11,4,2,26,58.0000,43.5000,8.7000,6.6667,7.5000,5.0000,0.5500,2.7500,1.3333,1.0000,0.5000,0.1000,6.5000,1.3000
1320.txt,158,4,24,15,8,8,4,2,21,39.5000,19.7500,10.5333,3.7500,3.0000,1.8750,0.5333,1.0000,2.0000,0.5000,0.2500,0.1333,2.6250,1.4000
211.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
509.txt,178,3,32,22,5,13,4,0,26,59.3333,35.6000,8.0909,7.3333,6.4000,4.4000,0.5909,2.6000,1.6667,0.8000,0.0000,0.0000,5.2000,1.1818
787.txt,196,4,29,25,12,12,7,6,35,49.0000,16.3333,7.8400,6.2500,2.4167,2.0833,0.4800,1.0000,3.0000,0.5833,0.5000,0.2400,2.9167,1.4000
943.txt,146,6,18,17,9,8,6,5,27,24.3333,16.2222,8.5882,2.8333,2.0000,1.8889,0.4706,0.8889,1.5000,0.6667,0.5556,0.2941,3.0000,1.5882
851.txt,159,3,23,19,7,9,5,2,25,53.0000,22.7143,8.3684,6.3333,3.2857,2.7143,0.4737,1.2857,2.3333,0.7143,0.2857,0.1053,3.5714,1.3158
1100.txt,247,14,44,31,14,17,10,5,31,17.6429,17.6429,7.9677,2.2143,3.1429,2.2143,0.5484,1.2143,1.0000,0.7143,0.3571,0.1613,2.2143,1.0000
1625.txt,174,4,28,19,8,11,7,5,20,43.5000,21.7500,9.1579,4.7500,3.5000,2.3750,0.5789,1.3750,2.0000,0.8750,0.6250,0.2632,2.5000,1.0526
505.txt,164,3,22,17,3,8,3,5,21,54.6667,54.6667,9.6471,5.6667,7.3333,5.6667,0.4706,2.6667,1.0000,1.0000,1.6667,0.2941,7.0000,1.2353
1309.txt,186,12,27,21,12,10,7,5,27,15.5000,15.5000,8.8571,1.7500,2.2500,1.7500,0.4762,0.8333,1.0000,0.5833,0.4167,0.2381,2.2500,1.2857
1095.txt,183,9,27,22,11,10,9,5,31,20.3333,16.6364,8.3182,2.4444,2.4545,2.0000,0.4545,0.9091,1.2222,0.8182,0.4545,0.2273,2.8182,1.4091
1280.txt,130,4,27,20,5,11,4,2,18,32.5000,26.0000,6.5000,5.0000,5.4000,4.0000,0.5500,2.2000,1.2500,0.8000,0.4000,0.1000,3.6000,0.9000
1034.txt,269,4,30,24,5,12,4,6,42,67.2500,53.8000,11.2083,6.0000,6.0000,4.8000,0.5000,2.4000,1.2500,0.8000,1.2000,0.2500,8.4000,1.7500
1169.txt,176,3,21,17,7,7,5,8,28,58.6667,25.1429,10.3529,5.6667,3.0000,2.4286,0.4118,1.0000,2.3333,0.7143,1.1429,0.4706,4.0000,1.6471
782.txt,179,7,24,22,7,14,5,5,23,25.5714,25.5714,8.1364,3.1429,3.4286,3.1429,0.6364,2.0000,1.0000,0.7143,0.7143,0.2273,3.2857,1.0455
1150.txt,168,2,33,24,2,14,2,1,25,84.0000,84.0000,7.0000,12.0000,16.5000,12.0000,0.5833,7.0000,1.0000,1.0000,0.5000,0.0417,12.5000,1.0417
1122.txt,146,9,22,18,10,8,6,4,25,16.2222,14.6000,8.1111,2.0000,2.2000,1.8000,0.4444,0.8000,1.1111,0.6000,0.4000,0.2222,2.5000,1.3889
1662.txt,157,8,26,19,9,9,5,3,21,19.6250,17.4444,8.2632,2.3750,2.8889,2.1111,0.4737,1.0000,1.1250,0.5556,0.3333,0.1579,2.3333,1.1053
738.txt,162,2,26,17,6,10,3,6,25,81.0000,27.0000,9.5294,8.5000,4.3333,2.8333,0.5882,1.6667,3.0000,0.5000,1.0000,0.3529,4.1667,1.4706
1136.txt,170,6,29,21,7,8,6,3,16,28.3333,24.2857,8.0952,3.5000,4.1429,3.0000,0.3810,1.1429,1.1667,0.8571,0.4286,0.1429,2.2857,0.7619
629.txt,239,13,35,24,13,10,6,4,34,18.3846,18.3846,9.9583,1.8462,2.6923,1.8462,0.4167,0.7692,1.0000,0.4615,0.3077,0.1667,2.6154,1.4167
1070.txt,161,2,26,18,4,11,4,3,23,80.5000,40.2500,8.9444,9.0000,6.5000,4.5000,0.6111,2.7500,2.0000,1.0000,0.7500,0.1667,5.7500,1.2778
825.txt,153,8,26,20,10,12,8,2,19,19.1250,15.3000,7.6500,2.5000,2.6000,2.0000,0.6000,1.2000,1.2500,0.8000,0.2000,0.1000,1.9000,0.9500
20.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1543.txt,137,7,26,11,7,2,1,4,12,19.5714,19.5714,12.4545,1.5714,3.7143,1.5714,0.1818,0.2857,1.0000,0.1429,0.5714,0.3636,1.7143,1.0909
944.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1402.txt,146,4,24,21,10,11,7,3,20,36.5000,14.6000,6.9524,5.2500,2.4000,2.1000,0.5238,1.1000,2.5000,0.7000,0.3000,0.1429,2.0000,0.9524
928.txt,133,9,20,15,9,6,4,1,19,14.7778,14.7778,8.8667,1.6667,2.2222,1.6667,0.4000,0.6667,1.0000,0.4444,0.1111,0.0667,2.1111,1.2667
348.txt,182,6,25,21,11,9,7,3,30,30.3333,16.5455,8.6667,3.5000,2.2727,1.9091,0.4286,0.8182,1.8333,0.6364,0.2727,0.1429,2.7273,1.4286
950.txt,158,3,27,22,10,10,7,3,29,52.6667,15.8000,7.1818,7.3333,2.7000,2.2000,0.4545,1.0000,3.3333,0.7000,0.3000,0.1364,2.9000,1.3182
418.txt,117,3,19,13,7,6,4,4,9,39.0000,16.7143,9.0000,4.3333,2.7143,1.8571,0.4615,0.8571,2.3333,0.5714,0.5714,0.3077,1.2857,0.6923
1491.txt,158,13,24,20,13,8,8,5,25,12.1538,12.1538,7.9000,1.5385,1.8462,1.5385,0.4000,0.6154,1.0000,0.6154,0.3846,0.2500,1.9231,1.2500
754.txt,170,8,18,15,10,5,5,4,24,21.2500,17.0000,11.3333,1.8750,1.8000,1.5000,0.3333,0.5000,1.2500,0.5000,0.4000,0.2667,2.4000,1.6000
242.txt,182,9,23,19,10,8,7,5,17,20.2222,18.2000,9.5789,2.1111,2.3000,1.9000,0.4211,0.8000,1.1111,0.7000,0.5000,0.2632,1.7000,0.8947
1083.txt,184,10,29,25,14,10,9,1,31,18.4000,13.1429,7.3600,2.5000,2.0714,1.7857,0.4000,0.7143,1.4000,0.6429,0.0714,0.0400,2.2143,1.2400
835.txt,243,6,30,27,7,16,5,4,42,40.5000,34.7143,9.0000,4.5000,4.2857,3.8571,0.5926,2.2857,1.1667,0.7143,0.5714,0.1481,6.0000,1.5556
387.txt,157,3,28,21,7,12,4,5,19,52.3333,22.4286,7.4762,7.0000,4.0000,3.0000,0.5714,1.7143,2.3333,0.5714,0.7143,0.2381,2.7143,0.9048
194.txt,143,6,19,16,8,7,5,1,16,23.8333,17.8750,8.9375,2.6667,2.3750,2.0000,0.4375,0.8750,1.3333,0.6250,0.1250,0.0625,2.0000,1.0000
543.txt,158,3,32,19,6,10,4,1,15,52.6667,26.3333,8.3158,6.3333,5.3333,3.1667,0.5263,1.6667,2.0000,0.6667,0.1667,0.0526,2.5000,0.7895
1275.txt,249,10,29,22,13,9,6,10,27,24.9000,19.1538,11.3182,2.2000,2.2308,1.6923,0.4091,0.6923,1.3000,0.4615,0.7692,0.4545,2.0769,1.2273
500.txt,184,11,24,17,11,6,5,4,30,16.7273,16.7273,10.8235,1.5455,2.1818,1.5455,0.3529,0.5455,1.0000,0.4545,0.3636,0.2353,2.7273,1.7647
713.txt,133,5,19,14,6,7,2,3,18,26.6000,22.1667,9.5000,2.8000,3.1667,2.3333,0.5000,1.1667,1.2000,0.3333,0.5000,0.2143,3.0000,1.2857
341.txt,179,8,29,18,9,9,6,3,25,22.3750,19.8889,9.9444,2.2500,3.2222,2.0000,0.5000,1.0000,1.1250,0.6667,0.3333,0.1667,2.7778,1.3889
842.txt,253,5,37,22,11,6,6,6,33,50.6000,23.0000,11.5000,4.4000,3.3636,2.0000,0.2727,0.5455,2.2000,0.5455,0.5455,0.2727,3.0000,1.5000
1445.txt,181,10,30,20,10,8,5,2,31,18.1000,18.1000,9.0500,2.0000,3.0000,2.0000,0.4000,0.8000,1.0000,0.5000,0.2000,0.1000,3.1000,1.5500
1341.txt,141,3,24,18,3,9,2,1,23,47.0000,47.0000,7.8333,6.0000,8.0000,6.0000,0.5000,3.0000,1.0000,0.6667,0.3333,0.0556,7.6667,1.2778
1039.txt,176,4,27,21,6,12,4,8,23,44.0000,29.3333,8.3810,5.2500,4.5000,3.5000,0.5714,2.0000,1.5000,0.6667,1.3333,0.3810,3.8333,1.0952
1159.txt,303,6,40,25,9,8,7,10,42,50.5000,33.6667,12.1200,4.1667,4.4444,2.7778,0.3200,0.8889,1.5000,0.7778,1.1111,0.4000,4.6667,1.6800
108.txt,309,20,42,33,20,13,9,5,41,15.4500,15.4500,9.3636,1.6500,2.1000,1.6500,0.3939,0.6500,1.0000,0.4500,0.2500,0.1515,2.0500,1.2424
1138.txt,154,4,23,17,6,12,4,1,19,38.5000,25.6667,9.0588,4.2500,3.8333,2.8333,0.7059,2.0000,1.5000,0.6667,0.1667,0.0588,3.1667,1.1176
1443.txt,170,3,24,17,5,8,4,2,20,56.6667,34.0000,10.0000,5.6667,4.8000,3.4000,0.4706,1.6000,1.6667,0.8000,0.4000,0.1176,4.0000,1.1765
1403.txt,133,3,20,17,3,7,3,4,21,44.3333,44.3333,7.8235,5.6667,6.6667,5.6667,0.4118,2.3333,1.0000,1.0000,1.3333,0.2353,7.0000,1.2353
502.txt,203,7,33,24,14,10,7,0,25,29.0000,14.5000,8.4583,3.4286,2.3571,1.7143,0.4167,0.7143,2.0000,0.5000,0.0000,0.0000,1.7857,1.0417
461.txt,162,4,22,16,8,8,6,5,28,40.5000,20.2500,10.1250,4.0000,2.7500,2.0000,0.5000,1.0000,2.0000,0.7500,0.6250,0.3125,3.5000,1.7500
21.txt,149,12,24,17,15,3,4,1,13,12.4167,9.9333,8.7647,1.4167,1.6000,1.1333,0.1765,0.2000,1.2500,0.2667,0.0667,0.0588,0.8667,0.7647
1073.txt,178,3,28,23,9,11,6,2,33,59.3333,19.7778,7.7391,7.6667,3.1111,2.5556,0.4783,1.2222,3.0000,0.6667,0.2222,0.0870,3.6667,1.4348
37.txt,190,9,34,25,13,12,7,1,31,21.1111,14.6154,7.6000,2.7778,2.6154,1.9231,0.4800,0.9231,1.4444,0.5385,0.0769,0.0400,2.3846,1.2400
745.txt,185,16,31,25,18,7,6,2,31,11.5625,10.2778,7.4000,1.5625,1.7222,1.3889,0.2800,0.3889,1.1250,0.3333,0.1111,0.0800,1.7222,1.2400
1432.txt,207,11,31,23,13,10,8,5,28,18.8182,15.9231,9.0000,2.0909,2.3846,1.7692,0.4348,0.7692,1.1818,0.6154,0.3846,0.2174,2.1538,1.2174
31.txt,180,9,23,18,10,8,6,7,27,20.0000,18.0000,10.0000,2.0000,2.3000,1.8000,0.4444,0.8000,1.1111,0.6000,0.7000,0.3889,2.7000,1.5000
169.txt,192,5,23,14,8,4,5,5,26,38.4000,24.0000,13.7143,2.8000,2.8750,1.7500,0.2857,0.5000,1.6000,0.6250,0.6250,0.3571,3.2500,1.8571
170.txt,266,14,39,36,16,20,13,1,45,19.0000,16.6250,7.3889,2.5714,2.4375,2.2500,0.5556,1.2500,1.1429,0.8125,0.0625,0.0278,2.8125,1.2500
793.txt,132,7,21,11,10,1,1,3,13,18.8571,13.2000,12.0000,1.5714,2.1000,1.1000,0.0909,0.1000,1.4286,0.1000,0.3000,0.2727,1.3000,1.1818
1374.txt,221,5,29,22,5,12,3,3,29,44.2000,44.2000,10.0455,4.4000,5.8000,4.4000,0.5455,2.4000,1.0000,0.6000,0.6000,0.1364,5.8000,1.3182
537.txt,181,12,29,24,15,10,9,5,20,15.0833,12.0667,7.5417,2.0000,1.9333,1.6000,0.4167,0.6667,1.2500,0.6000,0.3333,0.2083,1.3333,0.8333
666.txt,172,11,26,22,12,10,8,1,19,15.6364,14.3333,7.8182,2.0000,2.1667,1.8333,0.4545,0.8333,1.0909,0.6667,0.0833,0.0455,1.5833,0.8636
1596.txt,205,4,34,21,7,10,6,3,30,51.2500,29.2857,9.7619,5.2500,4.8571,3.0000,0.4762,1.4286,1.7500,0.8571,0.4286,0.1429,4.2857,1.4286
897.txt,166,5,24,16,7,5,5,4,25,33.2000,23.7143,10.3750,3.2000,3.4286,2.2857,0.3125,0.7143,1.4000,0.7143,0.5714,0.2500,3.5714,1.5625
1177.txt,179,4,22,18,6,10,4,5,27,44.7500,29.8333,9.9444,4.5000,3.6667,3.0000,0.5556,1.6667,1.5000,0.6667,0.8333,0.2778,4.5000,1.5000
1101.txt,174,3,22,17,3,10,2,5,30,58.0000,58.0000,10.2353,5.6667,7.3333,5.6667,0.5882,3.3333,1.0000,0.6667,1.6667,0.2941,10.0000,1.7647
1448.txt,180,4,21,15,8,8,6,6,31,45.0000,22.5000,12.0000,3.7500,2.6250,1.8750,0.5333,1.0000,2.0000,0.7500,0.7500,0.4000,3.8750,2.0667
57.txt,194,9,25,14,10,5,4,8,18,21.5556,19.4000,13.8571,1.5556,2.5000,1.4000,0.3571,0.5000,1.1111,0.4000,0.8000,0.5714,1.8000,1.2857
923.txt,172,3,22,18,8,10,6,6,19,57.3333,21.5000,9.5556,6.0000,2.7500,2.2500,0.5556,1.2500,2.6667,0.7500,0.7500,0.3333,2.3750,1.0556
360.txt,148,2,21,16,5,11,4,2,24,74.0000,29.6000,9.2500,8.0000,4.2000,3.2000,0.6875,2.2000,2.5000,0.8000,0.4000,0.1250,4.8000,1.5000
856.txt,216,11,26,18,12,6,5,5,34,19.6364,18.0000,12.0000,1.6364,2.1667,1.5000,0.3333,0.5000,1.0909,0.4167,0.4167,0.2778,2.8333,1.8889
1391.txt,181,5,27,19,6,12,4,5,24,36.2000,30.1667,9.5263,3.8000,4.5000,3.1667,0.6316,2.0000,1.2000,0.6667,0.8333,0.2632,4.0000,1.2632
1476.txt,194,4,22,20,7,8,6,6,29,48.5000,27.7143,9.7000,5.0000,3.1429,2.8571,0.4000,1.1429,1.7500,0.8571,0.8571,0.3000,4.1429,1.4500
938.txt,139,7,21,15,8,7,4,2,16,19.8571,17.3750,9.2667,2.1429,2.6250,1.8750,0.4667,0.8750,1.1429,0.5000,0.2500,0.1333,2.0000,1.0667
1460.txt,206,11,26,19,13,5,5,3,30,18.7273,15.8462,10.8421,1.7273,2.0000,1.4615,0.2632,0.3846,1.1818,0.3846,0.2308,0.1579,2.3077,1.5789
58.txt,215,5,31,22,6,16,5,6,31,43.0000,35.8333,9.7727,4.4000,5.1667,3.6667,0.7273,2.6667,1.2000,0.8333,1.0000,0.2727,5.1667,1.4091
1475.txt,233,14,36,27,14,11,8,4,35,16.6429,16.6429,8.6296,1.9286,2.5714,1.9286,0.4074,0.7857,1.0000,0.5714,0.2857,0.1481,2.5000,1.2963
927.txt,172,2,26,19,2,13,2,0,18,86.0000,86.0000,9.0526,9.5000,13.0000,9.5000,0.6842,6.5000,1.0000,1.0000,0.0000,0.0000,9.0000,0.9474
884.txt,151,4,21,12,4,5,2,2,24,37.7500,37.7500,12.5833,3.0000,5.2500,3.0000,0.4167,1.2500,1.0000,0.5000,0.5000,0.1667,6.0000,2.0000
1345.txt,158,6,28,19,9,11,6,7,20,26.3333,17.5556,8.3158,3.1667,3.1111,2.1111,0.5789,1.2222,1.5000,0.6667,0.7778,0.3684,2.2222,1.0526
1444.txt,271,5,33,23,6,14,6,13,49,54.2000,45.1667,11.7826,4.6000,5.5000,3.8333,0.6087,2.3333,1.2000,1.0000,2.1667,0.5652,8.1667,2.1304
160.txt,176,10,24,20,13,7,5,2,24,17.6000,13.5385,8.8000,2.0000,1.8462,1.5385,0.3500,0.5385,1.3000,0.3846,0.1538,0.1000,1.8462,1.2000
703.txt,184,11,22,18,12,6,5,7,26,16.7273,15.3333,10.2222,1.6364,1.8333,1.5000,0.3333,0.5000,1.0909,0.4167,0.5833,0.3889,2.1667,1.4444
1044.txt,176,4,20,19,7,12,6,5,21,44.0000,25.1429,9.2632,4.7500,2.8571,2.7143,0.6316,1.7143,1.7500,0.8571,0.7143,0.2632,3.0000,1.1053
670.txt,183,3,23,17,7,7,6,4,30,61.0000,26.1429,10.7647,5.6667,3.2857,2.4286,0.4118,1.0000,2.3333,0.8571,0.5714,0.2353,4.2857,1.7647
1421.txt,188,11,26,21,15,3,3,3,29,17.0909,12.5333,8.9524,1.9091,1.7333,1.4000,0.1429,0.2000,1.3636,0.2000,0.2000,0.1429,1.9333,1.3810
1480.txt,180,7,28,23,8,15,6,5,24,25.7143,22.5000,7.8261,3.2857,3.5000,2.8750,0.6522,1.8750,1.1429,0.7500,0.6250,0.2174,3.0000,1.0435
934.txt,173,3,26,21,5,8,4,3,26,57.6667,34.6000,8.2381,7.0000,5.2000,4.2000,0.3810,1.6000,1.6667,0.8000,0.6000,0.1429,5.2000,1.2381
136.txt,209,10,26,18,11,5,5,7,27,20.9000,19.0000,11.6111,1.8000,2.3636,1.6364,0.2778,0.4545,1.1000,0.4545,0.6364,0.3889,2.4545,1.5000
726.txt,306,4,51,28,5,16,5,3,48,76.5000,61.2000,10.9286,7.0000,10.2000,5.6000,0.5714,3.2000,1.2500,1.0000,0.6000,0.1071,9.6000,1.7143
1530.txt,170,5,23,17,7,10,5,2,23,34.0000,24.2857,10.0000,3.4000,3.2857,2.4286,0.5882,1.4286,1.4000,0.7143,0.2857,0.1176,3.2857,1.3529
1557.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
812.txt,157,3,24,17,8,9,4,5,23,52.3333,19.6250,9.2353,5.6667,3.0000,2.1250,0.5294,1.1250,2.6667,0.5000,0.6250,0.2941,2.8750,1.3529
1661.txt,188,12,24,18,14,4,5,5,24,15.6667,13.4286,10.4444,1.5000,1.7143,1.2857,0.2222,0.2857,1.1667,0.3571,0.3571,0.2778,1.7143,1.3333
1094.txt,180,7,23,12,9,3,3,7,27,25.7143,20.0000,15.0000,1.7143,2.5556,1.3333,0.2500,0.3333,1.2857,0.3333,0.7778,0.5833,3.0000,2.2500
427.txt,147,2,28,21,2,17,2,2,25,73.5000,73.5000,7.0000,10.5000,14.0000,10.5000,0.8095,8.5000,1.0000,1.0000,1.0000,0.0952,12.5000,1.1905
584.txt,225,8,32,26,9,17,7,1,36,28.1250,25.0000,8.6538,3.2500,3.5556,2.8889,0.6538,1.8889,1.1250,0.7778,0.1111,0.0385,4.0000,1.3846
1184.txt,176,10,27,20,11,10,6,1,25,17.6000,16.0000,8.8000,2.0000,2.4545,1.8182,0.5000,0.9091,1.1000,0.5455,0.0909,0.0500,2.2727,1.2500
1373.txt,174,3,24,14,3,1,1,6,27,58.0000,58.0000,12.4286,4.6667,8.0000,4.6667,0.0714,0.3333,1.0000,0.3333,2.0000,0.4286,9.0000,1.9286
44.txt,169,10,31,25,11,13,8,4,24,16.9000,15.3636,6.7600,2.5000,2.8182,2.2727,0.5200,1.1818,1.1000,0.7273,0.3636,0.1600,2.1818,0.9600
658.txt,174,3,29,22,11,8,6,4,28,58.0000,15.8182,7.9091,7.3333,2.6364,2.0000,0.3636,0.7273,3.6667,0.5455,0.3636,0.1818,2.5455,1.2727
849.txt,189,5,31,24,9,15,6,1,23,37.8000,21.0000,7.8750,4.8000,3.4444,2.6667,0.6250,1.6667,1.8000,0.6667,0.1111,0.0417,2.5556,0.9583
478.txt,129,3,17,14,5,2,2,2,18,43.0000,25.8000,9.2143,4.6667,3.4000,2.8000,0.1429,0.4000,1.6667,0.4000,0.4000,0.1429,3.6000,1.2857
1524.txt,216,9,24,17,10,7,5,4,30,24.0000,21.6000,12.7059,1.8889,2.4000,1.7000,0.4118,0.7000,1.1111,0.5000,0.4000,0.2353,3.0000,1.7647
819.txt,274,4,38,29,5,19,4,7,35,68.5000,54.8000,9.4483,7.2500,7.6000,5.8000,0.6552,3.8000,1.2500,0.8000,1.4000,0.2414,7.0000,1.2069
830.txt,171,6,21,17,9,8,7,6,24,28.5000,19.0000,10.0588,2.8333,2.3333,1.8889,0.4706,0.8889,1.5000,0.7778,0.6667,0.3529,2.6667,1.4118
866.txt,170,4,23,17,8,8,5,4,24,42.5000,21.2500,10.0000,4.2500,2.8750,2.1250,0.4706,1.0000,2.0000,0.6250,0.5000,0.2353,3.0000,1.4118
304.txt,148,4,18,10,5,5,2,4,18,37.0000,29.6000,14.8000,2.5000,3.6000,2.0000,0.5000,1.0000,1.2500,0.4000,0.8000,0.4000,3.6000,1.8000
1099.txt,170,3,21,16,4,9,4,6,22,56.6667,42.5000,10.6250,5.3333,5.2500,4.0000,0.5625,2.2500,1.3333,1.0000,1.5000,0.3750,5.5000,1.3750
282.txt,156,10,21,17,11,5,4,9,18,15.6000,14.1818,9.1765,1.7000,1.9091,1.5455,0.2941,0.4545,1.1000,0.3636,0.8182,0.5294,1.6364,1.0588
