Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
1563.txt,681,27,97,72,37,35,27,26,62,25.2222,18.4054,9.4583,2.6667,2.6216,1.9459,0.4861,0.9459,1.3704,0.7297,0.7027,0.3611,1.6757,0.8611
1221.txt,517,27,63,54,30,24,16,17,52,19.1481,17.2333,9.5741,2.0000,2.1000,1.8000,0.4444,0.8000,1.1111,0.5333,0.5667,0.3148,1.7333,0.9630
1125.txt,351,18,51,42,22,20,12,5,33,19.5000,15.9545,8.3571,2.3333,2.3182,1.9091,0.4762,0.9091,1.2222,0.5455,0.2273,0.1190,1.5000,0.7857
485.txt,184,13,33,29,13,15,9,3,22,14.1538,14.1538,6.3448,2.2308,2.5385,2.2308,0.5172,1.1538,1.0000,0.6923,0.2308,0.1034,1.6923,0.7586
153.txt,288,12,42,27,15,12,7,9,21,24.0000,19.2000,10.6667,2.2500,2.8000,1.8000,0.4444,0.8000,1.2500,0.4667,0.6000,0.3333,1.4000,0.7778
181.txt,180,9,34,23,12,9,7,3,12,20.0000,15.0000,7.8261,2.5556,2.8333,1.9167,0.3913,0.7500,1.3333,0.5833,0.2500,0.1304,1.0000,0.5217
1701.txt,447,23,75,48,25,22,14,8,41,19.4348,17.8800,9.3125,2.0870,3.0000,1.9200,0.4583,0.8800,1.0870,0.5600,0.3200,0.1667,1.6400,0.8542
197.txt,600,31,87,75,41,31,22,12,68,19.3548,14.6341,8.0000,2.4194,2.1220,1.8293,0.4133,0.7561,1.3226,0.5366,0.2927,0.1600,1.6585,0.9067
1608.txt,468,30,78,60,35,26,21,12,54,15.6000,13.3714,7.8000,2.0000,2.2286,1.7143,0.4333,0.7429,1.1667,0.6000,0.3429,0.2000,1.5429,0.9000
1590.txt,374,19,58,38,21,18,14,7,36,19.6842,17.8095,9.8421,2.0000,2.7619,1.8095,0.4737,0.8571,1.1053,0.6667,0.3333,0.1842,1.7143,0.9474
297.txt,307,18,43,35,18,15,11,10,24,17.0556,17.0556,8.7714,1.9444,2.3889,1.9444,0.4286,0.8333,1.0000,0.6111,0.5556,0.2857,1.3333,0.6857
1504.txt,146,8,20,17,10,8,4,6,11,18.2500,14.6000,8.5882,2.1250,2.0000,1.7000,0.4706,0.8000,1.2500,0.4000,0.6000,0.3529,1.1000,0.6471
1273.txt,310,21,52,37,24,13,11,5,31,14.7619,12.9167,8.3784,1.7619,2.1667,1.5417,0.3514,0.5417,1.1429,0.4583,0.2083,0.1351,1.2917,0.8378
1019.txt,211,8,34,24,10,14,8,6,25,26.3750,21.1000,8.7917,3.0000,3.4000,2.4000,0.5833,1.4000,1.2500,0.8000,0.6000,0.2500,2.5000,1.0417
236.txt,664,26,94,60,31,28,20,20,85,25.5385,21.4194,11.0667,2.3077,3.0323,1.9355,0.4667,0.9032,1.1923,0.6452,0.6452,0.3333,2.7419,1.4167
712.txt,172,4,29,27,4,20,4,3,21,43.0000,43.0000,6.3704,6.7500,7.2500,6.7500,0.7407,5.0000,1.0000,1.0000,0.7500,0.1111,5.2500,0.7778
347.txt,540,23,89,60,26,35,19,9,58,23.4783,20.7692,9.0000,2.6087,3.4231,2.3077,0.5833,1.3462,1.1304,0.7308,0.3462,0.1500,2.2308,0.9667
1760.txt,417,17,72,61,23,38,15,13,45,24.5294,18.1304,6.8361,3.5882,3.1304,2.6522,0.6230,1.6522,1.3529,0.6522,0.5652,0.2131,1.9565,0.7377
1320.txt,373,27,68,55,26,30,14,9,33,13.8148,14.3462,6.7818,2.0370,2.6154,2.1154,0.5455,1.1538,0.9630,0.5385,0.3462,0.1636,1.2692,0.6000
211.txt,535,32,94,73,33,40,24,11,56,16.7188,16.2121,7.3288,2.2812,2.8485,2.2121,0.5479,1.2121,1.0312,0.7273,0.3333,0.1507,1.6970,0.7671
509.txt,496,45,89,80,55,27,20,5,45,11.0222,9.0182,6.2000,1.7778,1.6182,1.4545,0.3375,0.4909,1.2222,0.3636,0.0909,0.0625,0.8182,0.5625
787.txt,397,23,60,50,25,25,16,10,49,17.2609,15.8800,7.9400,2.1739,2.4000,2.0000,0.5000,1.0000,1.0870,0.6400,0.4000,0.2000,1.9600,0.9800
943.txt,442,29,76,61,39,22,21,14,32,15.2414,11.3333,7.2459,2.1034,1.9487,1.5641,0.3607,0.5641,1.3448,0.5385,0.3590,0.2295,0.8205,0.5246
851.txt,356,19,53,36,23,13,11,9,39,18.7368,15.4783,9.8889,1.8947,2.3043,1.5652,0.3611,0.5652,1.2105,0.4783,0.3913,0.2500,1.6957,1.0833
1100.txt,557,24,86,65,32,30,19,10,68,23.2083,17.4062,8.5692,2.7083,2.6875,2.0312,0.4615,0.9375,1.3333,0.5938,0.3125,0.1538,2.1250,1.0462
1625.txt,224,6,44,33,15,16,9,10,19,37.3333,14.9333,6.7879,5.5000,2.9333,2.2000,0.4848,1.0667,2.5000,0.6000,0.6667,0.3030,1.2667,0.5758
505.txt,471,24,80,57,33,22,14,14,43,19.6250,14.2727,8.2632,2.3750,2.4242,1.7273,0.3860,0.6667,1.3750,0.4242,0.4242,0.2456,1.3030,0.7544
1309.txt,391,24,55,42,27,15,11,9,43,16.2917,14.4815,9.3095,1.7500,2.0370,1.5556,0.3571,0.5556,1.1250,0.4074,0.3333,0.2143,1.5926,1.0238
1095.txt,610,34,112,87,43,45,30,4,57,17.9412,14.1860,7.0115,2.5588,2.6047,2.0233,0.5172,1.0465,1.2647,0.6977,0.0930,0.0460,1.3256,0.6552
1280.txt,203,6,29,23,7,15,5,11,18,33.8333,29.0000,8.8261,3.8333,4.1429,3.2857,0.6522,2.1429,1.1667,0.7143,1.5714,0.4783,2.5714,0.7826
1034.txt,275,12,43,35,14,21,13,10,29,22.9167,19.6429,7.8571,2.9167,3.0714,2.5000,0.6000,1.5000,1.1667,0.9286,0.7143,0.2857,2.0714,0.8286
1169.txt,271,14,42,37,14,22,12,6,27,19.3571,19.3571,7.3243,2.6429,3.0000,2.6429,0.5946,1.5714,1.0000,0.8571,0.4286,0.1622,1.9286,0.7297
1761.txt,325,18,56,43,23,20,16,4,33,18.0556,14.1304,7.5581,2.3889,2.4348,1.8696,0.4651,0.8696,1.2778,0.6957,0.1739,0.0930,1.4348,0.7674
782.txt,352,16,68,52,20,33,15,14,32,22.0000,17.6000,6.7692,3.2500,3.4000,2.6000,0.6346,1.6500,1.2500,0.7500,0.7000,0.2692,1.6000,0.6154
1150.txt,492,29,83,63,36,24,22,9,45,16.9655,13.6667,7.8095,2.1724,2.3056,1.7500,0.3810,0.6667,1.2414,0.6111,0.2500,0.1429,1.2500,0.7143
1122.txt,287,20,37,28,18,13,8,16,26,14.3500,15.9444,10.2500,1.4000,2.0556,1.5556,0.4643,0.7222,0.9000,0.4444,0.8889,0.5714,1.4444,0.9286
1662.txt,358,15,61,46,21,26,14,7,31,23.8667,17.0476,7.7826,3.0667,2.9048,2.1905,0.5652,1.2381,1.4000,0.6667,0.3333,0.1522,1.4762,0.6739
738.txt,372,43,73,62,44,17,14,5,34,8.6512,8.4545,6.0000,1.4419,1.6591,1.4091,0.2742,0.3864,1.0233,0.3182,0.1136,0.0806,0.7727,0.5484
1136.txt,434,30,72,59,31,26,18,11,44,14.4667,14.0000,7.3559,1.9667,2.3226,1.9032,0.4407,0.8387,1.0333,0.5806,0.3548,0.1864,1.4194,0.7458
629.txt,590,27,80,61,28,33,21,21,63,21.8519,21.0714,9.6721,2.2593,2.8571,2.1786,0.5410,1.1786,1.0370,0.7500,0.7500,0.3443,2.2500,1.0328
1070.txt,246,17,39,34,17,17,11,4,21,14.4706,14.4706,7.2353,2.0000,2.2941,2.0000,0.5000,1.0000,1.0000,0.6471,0.2353,0.1176,1.2353,0.6176
825.txt,176,13,31,27,15,12,9,6,14,13.5385,11.7333,6.5185,2.0769,2.0667,1.8000,0.4444,0.8000,1.1538,0.6000,0.4000,0.2222,0.9333,0.5185
20.txt,331,11,61,52,12,37,11,9,41,30.0909,27.5833,6.3654,4.7273,5.0833,4.3333,0.7115,3.0833,1.0909,0.9167,0.7500,0.1731,3.4167,0.7885
1543.txt,515,28,82,70,28,35,20,8,43,18.3929,18.3929,7.3571,2.5000,2.9286,2.5000,0.5000,1.2500,1.0000,0.7143,0.2857,0.1143,1.5357,0.6143
1769.txt,452,28,72,55,30,26,12,13,58,16.1429,15.0667,8.2182,1.9643,2.4000,1.8333,0.4727,0.8667,1.0714,0.4000,0.4333,0.2364,1.9333,1.0545
944.txt,475,26,83,62,27,30,19,11,40,18.2692,17.5926,7.6613,2.3846,3.0741,2.2963,0.4839,1.1111,1.0385,0.7037,0.4074,0.1774,1.4815,0.6452
1402.txt,433,22,65,49,26,22,18,15,48,19.6818,16.6538,8.8367,2.2273,2.5000,1.8846,0.4490,0.8462,1.1818,0.6923,0.5769,0.3061,1.8462,0.9796
928.txt,631,25,92,73,30,46,23,14,66,25.2400,21.0333,8.6438,2.9200,3.0667,2.4333,0.6301,1.5333,1.2000,0.7667,0.4667,0.1918,2.2000,0.9041
348.txt,320,17,51,34,23,16,12,5,26,18.8235,13.9130,9.4118,2.0000,2.2174,1.4783,0.4706,0.6957,1.3529,0.5217,0.2174,0.1471,1.1304,0.7647
950.txt,339,18,64,47,24,22,16,9,22,18.8333,14.1250,7.2128,2.6111,2.6667,1.9583,0.4681,0.9167,1.3333,0.6667,0.3750,0.1915,0.9167,0.4681
418.txt,417,14,65,46,15,29,12,12,42,29.7857,27.8000,9.0652,3.2857,4.3333,3.0667,0.6304,1.9333,1.0714,0.8000,0.8000,0.2609,2.8000,0.9130
1491.txt,498,26,87,67,35,32,24,10,51,19.1538,14.2286,7.4328,2.5769,2.4857,1.9143,0.4776,0.9143,1.3462,0.6857,0.2857,0.1493,1.4571,0.7612
754.txt,335,5,43,38,9,22,6,9,46,67.0000,37.2222,8.8158,7.6000,4.7778,4.2222,0.5789,2.4444,1.8000,0.6667,1.0000,0.2368,5.1111,1.2105
242.txt,489,27,90,67,28,36,20,9,42,18.1111,17.4643,7.2985,2.4815,3.2143,2.3929,0.5373,1.2857,1.0370,0.7143,0.3214,0.1343,1.5000,0.6269
1083.txt,527,31,82,72,38,31,19,13,45,17.0000,13.8684,7.3194,2.3226,2.1579,1.8947,0.4306,0.8158,1.2258,0.5000,0.3421,0.1806,1.1842,0.6250
835.txt,298,10,46,33,12,17,10,14,28,29.8000,24.8333,9.0303,3.3000,3.8333,2.7500,0.5152,1.4167,1.2000,0.8333,1.1667,0.4242,2.3333,0.8485
387.txt,361,16,58,43,23,23,17,7,36,22.5625,15.6957,8.3953,2.6875,2.5217,1.8696,0.5349,1.0000,1.4375,0.7391,0.3043,0.1628,1.5652,0.8372
194.txt,595,23,90,66,33,29,22,16,46,25.8696,18.0303,9.0152,2.8696,2.7273,2.0000,0.4394,0.8788,1.4348,0.6667,0.4848,0.2424,1.3939,0.6970
543.txt,334,19,44,39,20,20,13,13,38,17.5789,16.7000,8.5641,2.0526,2.2000,1.9500,0.5128,1.0000,1.0526,0.6500,0.6500,0.3333,1.9000,0.9744
1275.txt,232,4,35,24,9,14,6,4,17,58.0000,25.7778,9.6667,6.0000,3.8889,2.6667,0.5833,1.5556,2.2500,0.6667,0.4444,0.1667,1.8889,0.7083
500.txt,403,23,75,53,24,28,19,12,41,17.5217,16.7917,7.6038,2.3043,3.1250,2.2083,0.5283,1.1667,1.0435,0.7917,0.5000,0.2264,1.7083,0.7736
713.txt,397,25,59,42,27,16,11,10,49,15.8800,14.7037,9.4524,1.6800,2.1852,1.5556,0.3810,0.5926,1.0800,0.4074,0.3704,0.2381,1.8148,1.1667
341.txt,259,21,41,28,22,9,7,6,25,12.3333,11.7727,9.2500,1.3333,1.8636,1.2727,0.3214,0.4091,1.0476,0.3182,0.2727,0.2143,1.1364,0.8929
842.txt,348,24,66,58,25,32,21,8,28,14.5000,13.9200,6.0000,2.4167,2.6400,2.3200,0.5517,1.2800,1.0417,0.8400,0.3200,0.1379,1.1200,0.4828
1445.txt,258,9,32,24,13,10,7,11,22,28.6667,19.8462,10.7500,2.6667,2.4615,1.8462,0.4167,0.7692,1.4444,0.5385,0.8462,0.4583,1.6923,0.9167
1341.txt,145,7,25,22,9,13,8,6,11,20.7143,16.1111,6.5909,3.1429,2.7778,2.4444,0.5909,1.4444,1.2857,0.8889,0.6667,0.2727,1.2222,0.5000
1039.txt,329,12,52,34,16,16,10,11,31,27.4167,20.5625,9.6765,2.8333,3.2500,2.1250,0.4706,1.0000,1.3333,0.6250,0.6875,0.3235,1.9375,0.9118
1159.txt,832,35,130,97,40,55,28,28,111,23.7714,20.8000,8.5773,2.7714,3.2500,2.4250,0.5670,1.3750,1.1429,0.7000,0.7000,0.2887,2.7750,1.1443
108.txt,122,9,20,18,9,9,7,5,8,13.5556,13.5556,6.7778,2.0000,2.2222,2.0000,0.5000,1.0000,1.0000,0.7778,0.5556,0.2778,0.8889,0.4444
1138.txt,327,17,50,33,18,15,11,6,32,19.2353,18.1667,9.9091,1.9412,2.7778,1.8333,0.4545,0.8333,1.0588,0.6111,0.3333,0.1818,1.7778,0.9697
1443.txt,436,25,74,59,29,29,18,5,44,17.4400,15.0345,7.3898,2.3600,2.5517,2.0345,0.4915,1.0000,1.1600,0.6207,0.1724,0.0847,1.5172,0.7458
1403.txt,451,29,77,56,30,27,21,7,50,15.5517,15.0333,8.0536,1.9310,2.5667,1.8667,0.4821,0.9000,1.0345,0.7000,0.2333,0.1250,1.6667,0.8929
502.txt,292,14,38,29,14,17,8,10,33,20.8571,20.8571,10.0690,2.0714,2.7143,2.0714,0.5862,1.2143,1.0000,0.5714,0.7143,0.3448,2.3571,1.1379
1773.txt,619,25,87,66,31,34,19,21,49,24.7600,19.9677,9.3788,2.6400,2.8065,2.1290,0.5152,1.0968,1.2400,0.6129,0.6774,0.3182,1.5806,0.7424
461.txt,242,13,40,32,17,15,14,4,27,18.6154,14.2353,7.5625,2.4615,2.3529,1.8824,0.4688,0.8824,1.3077,0.8235,0.2353,0.1250,1.5882,0.8438
1744.txt,188,9,31,24,10,15,8,11,15,20.8889,18.8000,7.8333,2.6667,3.1000,2.4000,0.6250,1.5000,1.1111,0.8000,1.1000,0.4583,1.5000,0.6250
21.txt,296,19,53,44,20,24,13,9,25,15.5789,14.8000,6.7273,2.3158,2.6500,2.2000,0.5455,1.2000,1.0526,0.6500,0.4500,0.2045,1.2500,0.5682
1073.txt,408,25,75,54,26,29,18,10,46,16.3200,15.6923,7.5556,2.1600,2.8846,2.0769,0.5370,1.1154,1.0400,0.6923,0.3846,0.1852,1.7692,0.8519
37.txt,372,22,62,53,24,29,15,9,35,16.9091,15.5000,7.0189,2.4091,2.5833,2.2083,0.5472,1.2083,1.0909,0.6250,0.3750,0.1698,1.4583,0.6604
745.txt,611,28,88,60,34,24,21,16,67,21.8214,17.9706,10.1833,2.1429,2.5882,1.7647,0.4000,0.7059,1.2143,0.6176,0.4706,0.2667,1.9706,1.1167
1432.txt,606,27,99,72,36,35,23,7,54,22.4444,16.8333,8.4167,2.6667,2.7500,2.0000,0.4861,0.9722,1.3333,0.6389,0.1944,0.0972,1.5000,0.7500
31.txt,351,14,50,44,18,25,15,8,38,25.0714,19.5000,7.9773,3.1429,2.7778,2.4444,0.5682,1.3889,1.2857,0.8333,0.4444,0.1818,2.1111,0.8636
169.txt,95,4,12,9,5,4,4,3,7,23.7500,19.0000,10.5556,2.2500,2.4000,1.8000,0.4444,0.8000,1.2500,0.8000,0.6000,0.3333,1.4000,0.7778
170.txt,200,8,32,27,9,18,9,4,24,25.0000,22.2222,7.4074,3.3750,3.5556,3.0000,0.6667,2.0000,1.1250,1.0000,0.4444,0.1481,2.6667,0.8889
793.txt,389,25,58,46,26,20,12,9,29,15.5600,14.9615,8.4565,1.8400,2.2308,1.7692,0.4348,0.7692,1.0400,0.4615,0.3462,0.1957,1.1154,0.6304
1374.txt,390,26,67,51,30,19,14,8,34,15.0000,13.0000,7.6471,1.9615,2.2333,1.7000,0.3725,0.6333,1.1538,0.4667,0.2667,0.1569,1.1333,0.6667
1754.txt,440,21,70,49,32,18,16,9,36,20.9524,13.7500,8.9796,2.3333,2.1875,1.5312,0.3673,0.5625,1.5238,0.5000,0.2812,0.1837,1.1250,0.7347
537.txt,279,14,46,35,17,17,13,5,35,19.9286,16.4118,7.9714,2.5000,2.7059,2.0588,0.4857,1.0000,1.2143,0.7647,0.2941,0.1429,2.0588,1.0000
666.txt,322,20,55,39,22,17,13,4,39,16.1000,14.6364,8.2564,1.9500,2.5000,1.7727,0.4359,0.7727,1.1000,0.5909,0.1818,0.1026,1.7727,1.0000
1596.txt,501,29,73,52,35,18,18,15,46,17.2759,14.3143,9.6346,1.7931,2.0857,1.4857,0.3462,0.5143,1.2069,0.5143,0.4286,0.2885,1.3143,0.8846
897.txt,626,34,101,77,38,38,26,14,78,18.4118,16.4737,8.1299,2.2647,2.6579,2.0263,0.4935,1.0000,1.1176,0.6842,0.3684,0.1818,2.0526,1.0130
1177.txt,226,7,39,31,10,21,9,11,21,32.2857,22.6000,7.2903,4.4286,3.9000,3.1000,0.6774,2.1000,1.4286,0.9000,1.1000,0.3548,2.1000,0.6774
1101.txt,528,28,89,71,38,32,26,15,37,18.8571,13.8947,7.4366,2.5357,2.3421,1.8684,0.4507,0.8421,1.3571,0.6842,0.3947,0.2113,0.9737,0.5211
1448.txt,475,22,80,58,24,29,17,11,29,21.5909,19.7917,8.1897,2.6364,3.3333,2.4167,0.5000,1.2083,1.0909,0.7083,0.4583,0.1897,1.2083,0.5000
57.txt,140,8,25,16,8,8,6,3,14,17.5000,17.5000,8.7500,2.0000,3.1250,2.0000,0.5000,1.0000,1.0000,0.7500,0.3750,0.1875,1.7500,0.8750
923.txt,339,14,43,31,15,15,12,14,36,24.2143,22.6000,10.9355,2.2143,2.8667,2.0667,0.4839,1.0000,1.0714,0.8000,0.9333,0.4516,2.4000,1.1613
360.txt,301,16,47,38,17,20,15,4,24,18.8125,17.7059,7.9211,2.3750,2.7647,2.2353,0.5263,1.1765,1.0625,0.8824,0.2353,0.1053,1.4118,0.6316
856.txt,399,17,76,55,20,35,18,12,40,23.4706,19.9500,7.2545,3.2353,3.8000,2.7500,0.6364,1.7500,1.1765,0.9000,0.6000,0.2182,2.0000,0.7273
1391.txt,191,3,39,26,3,18,3,3,19,63.6667,63.6667,7.3462,8.6667,13.0000,8.6667,0.6923,6.0000,1.0000,1.0000,1.0000,0.1154,6.3333,0.7308
1476.txt,33,2,8,6,3,3,2,0,3,16.5000,11.0000,5.5000,3.0000,2.6667,2.0000,0.5000,1.0000,1.5000,0.6667,0.0000,0.0000,1.0000,0.5000
1730.txt,595,33,89,67,35,27,21,10,72,18.0303,17.0000,8.8806,2.0303,2.5429,1.9143,0.4030,0.7714,1.0606,0.6000,0.2857,0.1493,2.0571,1.0746
938.txt,360,21,64,49,24,24,15,4,27,17.1429,15.0000,7.3469,2.3333,2.6667,2.0417,0.4898,1.0000,1.1429,0.6250,0.1667,0.0816,1.1250,0.5510
1710.txt,422,16,63,42,18,20,12,11,46,26.3750,23.4444,10.0476,2.6250,3.5000,2.3333,0.4762,1.1111,1.1250,0.6667,0.6111,0.2619,2.5556,1.0952
1460.txt,380,18,78,55,30,21,15,6,31,21.1111,12.6667,6.9091,3.0556,2.6000,1.8333,0.3818,0.7000,1.6667,0.5000,0.2000,0.1091,1.0333,0.5636
58.txt,267,17,43,34,18,14,11,11,20,15.7059,14.8333,7.8529,2.0000,2.3889,1.8889,0.4118,0.7778,1.0588,0.6111,0.6111,0.3235,1.1111,0.5882
1475.txt,370,20,57,34,25,13,10,9,43,18.5000,14.8000,10.8824,1.7000,2.2800,1.3600,0.3824,0.5200,1.2500,0.4000,0.3600,0.2647,1.7200,1.2647
927.txt,313,12,52,41,14,25,14,7,35,26.0833,22.3571,7.6341,3.4167,3.7143,2.9286,0.6098,1.7857,1.1667,1.0000,0.5000,0.1707,2.5000,0.8537
884.txt,613,35,76,62,39,23,15,13,78,17.5143,15.7179,9.8871,1.7714,1.9487,1.5897,0.3710,0.5897,1.1143,0.3846,0.3333,0.2097,2.0000,1.2581
1345.txt,340,16,60,41,22,22,15,9,33,21.2500,15.4545,8.2927,2.5625,2.7273,1.8636,0.5366,1.0000,1.3750,0.6818,0.4091,0.2195,1.5000,0.8049
1444.txt,360,17,53,42,22,19,13,10,48,21.1765,16.3636,8.5714,2.4706,2.4091,1.9091,0.4524,0.8636,1.2941,0.5909,0.4545,0.2381,2.1818,1.1429
160.txt,337,17,60,38,21,17,14,3,35,19.8235,16.0476,8.8684,2.2353,2.8571,1.8095,0.4474,0.8095,1.2353,0.6667,0.1429,0.0789,1.6667,0.9211
703.txt,370,24,66,51,24,23,11,9,22,15.4167,15.4167,7.2549,2.1250,2.7500,2.1250,0.4510,0.9583,1.0000,0.4583,0.3750,0.1765,0.9167,0.4314
1044.txt,455,24,59,45,34,12,14,16,50,18.9583,13.3824,10.1111,1.8750,1.7353,1.3235,0.2667,0.3529,1.4167,0.4118,0.4706,0.3556,1.4706,1.1111
670.txt,498,21,72,43,27,18,12,15,63,23.7143,18.4444,11.5814,2.0476,2.6667,1.5926,0.4186,0.6667,1.2857,0.4444,0.5556,0.3488,2.3333,1.4651
1421.txt,316,15,51,46,18,26,14,4,24,21.0667,17.5556,6.8696,3.0667,2.8333,2.5556,0.5652,1.4444,1.2000,0.7778,0.2222,0.0870,1.3333,0.5217
1480.txt,621,31,106,81,40,38,23,14,48,20.0323,15.5250,7.6667,2.6129,2.6500,2.0250,0.4691,0.9500,1.2903,0.5750,0.3500,0.1728,1.2000,0.5926
1674.txt,519,30,77,63,35,28,21,9,57,17.3000,14.8286,8.2381,2.1000,2.2000,1.8000,0.4444,0.8000,1.1667,0.6000,0.2571,0.1429,1.6286,0.9048
934.txt,351,17,63,45,19,25,14,5,33,20.6471,18.4737,7.8000,2.6471,3.3158,2.3684,0.5556,1.3158,1.1176,0.7368,0.2632,0.1111,1.7368,0.7333
1782.txt,407,24,62,44,24,22,16,10,43,16.9583,16.9583,9.2500,1.8333,2.5833,1.8333,0.5000,0.9167,1.0000,0.6667,0.4167,0.2273,1.7917,0.9773
136.txt,532,28,84,62,34,30,22,18,57,19.0000,15.6471,8.5806,2.2143,2.4706,1.8235,0.4839,0.8824,1.2143,0.6471,0.5294,0.2903,1.6765,0.9194
726.txt,237,20,39,29,22,7,6,8,23,11.8500,10.7727,8.1724,1.4500,1.7727,1.3182,0.2414,0.3182,1.1000,0.2727,0.3636,0.2759,1.0455,0.7931
1530.txt,409,18,68,52,21,32,19,9,52,22.7222,19.4762,7.8654,2.8889,3.2381,2.4762,0.6154,1.5238,1.1667,0.9048,0.4286,0.1731,2.4762,1.0000
1557.txt,337,12,58,43,16,27,14,5,29,28.0833,21.0625,7.8372,3.5833,3.6250,2.6875,0.6279,1.6875,1.3333,0.8750,0.3125,0.1163,1.8125,0.6744
812.txt,254,7,42,36,10,25,10,5,29,36.2857,25.4000,7.0556,5.1429,4.2000,3.6000,0.6944,2.5000,1.4286,1.0000,0.5000,0.1389,2.9000,0.8056
1661.txt,399,21,67,52,24,28,15,8,40,19.0000,16.6250,7.6731,2.4762,2.7917,2.1667,0.5385,1.1667,1.1429,0.6250,0.3333,0.1538,1.6667,0.7692
1094.txt,550,33,89,64,34,28,19,19,59,16.6667,16.1765,8.5938,1.9394,2.6176,1.8824,0.4375,0.8235,1.0303,0.5588,0.5588,0.2969,1.7353,0.9219
427.txt,540,30,70,59,36,23,19,10,58,18.0000,15.0000,9.1525,1.9667,1.9444,1.6389,0.3898,0.6389,1.2000,0.5278,0.2778,0.1695,1.6111,0.9831
584.txt,303,15,50,44,18,21,11,5,31,20.2000,16.8333,6.8864,2.9333,2.7778,2.4444,0.4773,1.1667,1.2000,0.6111,0.2778,0.1136,1.7222,0.7045
1184.txt,528,32,75,49,36,13,13,15,61,16.5000,14.6667,10.7755,1.5312,2.0833,1.3611,0.2653,0.3611,1.1250,0.3611,0.4167,0.3061,1.6944,1.2449
1373.txt,617,38,93,69,49,20,17,12,61,16.2368,12.5918,8.9420,1.8158,1.8980,1.4082,0.2899,0.4082,1.2895,0.3469,0.2449,0.1739,1.2449,0.8841
44.txt,329,24,43,33,27,9,7,4,36,13.7083,12.1852,9.9697,1.3750,1.5926,1.2222,0.2727,0.3333,1.1250,0.2593,0.1481,0.1212,1.3333,1.0909
658.txt,605,25,89,72,28,40,22,14,69,24.2000,21.6071,8.4028,2.8800,3.1786,2.5714,0.5556,1.4286,1.1200,0.7857,0.5000,0.1944,2.4643,0.9583
849.txt,475,20,73,52,25,26,17,5,43,23.7500,19.0000,9.1346,2.6000,2.9200,2.0800,0.5000,1.0400,1.2500,0.6800,0.2000,0.0962,1.7200,0.8269
478.txt,301,16,50,41,19,21,16,8,28,18.8125,15.8421,7.3415,2.5625,2.6316,2.1579,0.5122,1.1053,1.1875,0.8421,0.4211,0.1951,1.4737,0.6829
1524.txt,338,19,47,39,23,17,17,11,36,17.7895,14.6957,8.6667,2.0526,2.0435,1.6957,0.4359,0.7391,1.2105,0.7391,0.4783,0.2821,1.5652,0.9231
819.txt,381,24,64,50,28,22,16,15,39,15.8750,13.6071,7.6200,2.0833,2.2857,1.7857,0.4400,0.7857,1.1667,0.5714,0.5357,0.3000,1.3929,0.7800
830.txt,222,12,38,31,12,19,10,1,29,18.5000,18.5000,7.1613,2.5833,3.1667,2.5833,0.6129,1.5833,1.0000,0.8333,0.0833,0.0323,2.4167,0.9355
866.txt,446,22,66,47,23,21,14,8,51,20.2727,19.3913,9.4894,2.1364,2.8696,2.0435,0.4468,0.9130,1.0455,0.6087,0.3478,0.1702,2.2174,1.0851
304.txt,576,30,98,78,32,42,23,13,53,19.2000,18.0000,7.3846,2.6000,3.0625,2.4375,0.5385,1.3125,1.0667,0.7188,0.4062,0.1667,1.6562,0.6795
1099.txt,221,11,43,29,15,16,11,9,19,20.0909,14.7333,7.6207,2.6364,2.8667,1.9333,0.5517,1.0667,1.3636,0.7333,0.6000,0.3103,1.2667,0.6552
282.txt,483,23,79,57,28,31,17,16,41,21.0000,17.2500,8.4737,2.4783,2.8214,2.0357,0.5439,1.1071,1.2174,0.6071,0.5714,0.2807,1.4643,0.7193
294.txt,150,10,28,21,11,11,6,2,18,15.0000,13.6364,7.1429,2.1000,2.5455,1.9091,0.5238,1.0000,1.1000,0.5455,0.1818,0.0952,1.6364,0.8571
1591.txt,334,25,52,41,27,15,10,12,23,13.3600,12.3704,8.1463,1.6400,1.9259,1.5185,0.3659,0.5556,1.0800,0.3704,0.4444,0.2927,0.8519,0.5610
605.txt,287,13,56,47,17,27,15,7,28,22.0769,16.8824,6.1064,3.6154,3.2941,2.7647,0.5745,1.5882,1.3077,0.8824,0.4118,0.1489,1.6471,0.5957
872.txt,265,16,49,34,16,17,11,4,21,16.5625,16.5625,7.7941,2.1250,3.0625,2.1250,0.5000,1.0625,1.0000,0.6875,0.2500,0.1176,1.3125,0.6176
1652.txt,353,13,54,30,14,16,10,13,30,27.1538,25.2143,11.7667,2.3077,3.8571,2.1429,0.5333,1.1429,1.0769,0.7143,0.9286,0.4333,2.1429,1.0000
121.txt,606,22,81,61,22,40,18,18,65,27.5455,27.5455,9.9344,2.7727,3.6818,2.7727,0.6557,1.8182,1.0000,0.8182,0.8182,0.2951,2.9545,1.0656
662.txt,640,33,91,66,35,35,28,13,59,19.3939,18.2857,9.6970,2.0000,2.6000,1.8857,0.5303,1.0000,1.0606,0.8000,0.3714,0.1970,1.6857,0.8939
